LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002966707-0001-8,1000 GROUP LLC,,1000 WILSHIRE BLVD,LOS ANGELES,90017-2457,1000 WILSHIRE 90017-2457,1000 WILSHIRE BLVD   LOBBY,LOS ANGELES,90017-2457,722110,Full-service restaurants,14,04/01/2017,,POINT (-118.2613 34.0504)
0002967226-0001-7,JR HAIFA RESTAURANT INC,HAIFA RESTAURANT,8717 W PICO BLVD,LOS ANGELES,90035-2205,8717 PICO 90035-2205,,,,722110,Full-service restaurants,5,07/01/2016,,POINT (-118.382 34.0547)
0002967804-0001-0,VIENNA VON B INC,MICHELLE'S COUNTRY DINER,4070 MARLTON AVENUE,LOS ANGELES,90008-2504,4070 MARLTON 90008-2504,3020 WILSHIRE BLVD SUITE #152,LOS ANGELES,90010-1120,722110,Full-service restaurants,8,01/01/2017,,POINT (-118.3389 34.0107)
0002968351-0001-1,2000 E 7TH ST. LLC,GUERRILLA CAFECITO | GUERRILLA TACOS,2000 E 7TH STREET,LOS ANGELES,90021-1302,2000 7TH 90021-1302,2000 E 7TH STREET,LOS ANGELES,90021-1302,722110,Full-service restaurants,14,02/27/2017,,POINT (-118.2321 34.0343)
0002968351-0002-9,2000 E 7TH ST. LLC,GUERRILLA CAFECITO,704 MATEO STREET,LOS ANGELES,90021-1710,704 MATEO 90021-1710,2000 E 7TH STREET,LOS ANGELES,90021-1302,722110,Full-service restaurants,0,07/01/2022,,
0002969199-0001-2,5150 HB LLC,,631 N LARCHMONT BLVD #2,LOS ANGELES,90004-1330,631 LARCHMONT 90004-1330,,,,722110,Full-service restaurants,13,08/03/2015,,POINT (-118.324 34.0827)
0002969270-0002-1,FLEISHIKS 1 LLC,CHARCOAL,7563 BEVERLY BLVD,LOS ANGELES,90036-2728,7563 BEVERLY 90036-2728,3029 NE 188TH STREET APT #814,MIAMI,33180-2862,722110,Full-service restaurants,5,05/01/2019,,POINT (-118.3548 34.0764)
0002969738-0001-5,GENDRI AUGSTO GALAN CASTELLON,TACOS GALAN,6707 S BROADWAY,LOS ANGELES,90003-1844,6707 BROADWAY 90003-1844,,,,722110,Full-service restaurants,9,05/17/2016,,POINT (-118.2787 33.9787)
0002969752-0001-5,ROCK & REILLYS USC LLC,,3201 S HOOVER STREET #1810,LOS ANGELES,90007-3555,3201 HOOVER 90007-3555,8853 W SUNSET BLVD,WEST HOLLYWOOD,90069-2107,722110,Full-service restaurants,9,08/15/2017,,POINT (-118.2841 34.0264)
0002970120-0001-7,JUANA RODRIGUEZ AGUILAR,RODRIGUEZ HOT DOG,412 E 111TH STREET,LOS ANGELES,90061-3005,412 111TH 90061-3005,,,,722110,Full-service restaurants,8,02/28/2017,,POINT (-118.2669 33.9346)
0002970518-0001-2,PIZZANA LLC,,11712 SAN VICENTE BLVD   BUILDING #201,LOS ANGELES,90049-5006,11712 SAN VICENTE 90049-5006,POST OFFICE BOX #18167,OKLAHOMA CITY,73154-0167,722110,Full-service restaurants,11,04/01/2017,,POINT (-118.466 34.0531)
0002970518-0003-9,PIZZANA LLC,,460 N ROBERTSON BLVD,WEST HOLLYWOOD,90048-1732,460 ROBERTSON 90048-1732,POST OFFICE BOX #18167,OKLAHOMA CITY,73154-0167,722110,Full-service restaurants,0,06/14/2019,,POINT (-118.3846 34.0796)
0002970518-0004-7,PIZZANA LLC,,3515 W SUNSET BLVD,LOS ANGELES,90026-2105,3515 Sunset 90026-2105,POST OFFICE BOX #18167,OKLAHOMA CITY,73154-0167,722110,Full-service restaurants,13,02/01/2023,,POINT (-118.2765 34.0889)
0002970518-0005-5,PIZZANA LLC,,4716 LINCOLN BLVD UNIT #C,MARINA DEL REY,90292-7280,4716 LINCOLN 90292-7280,POST OFFICE BOX #18167,OKLAHOMA CITY,73154-0167,722110,Full-service restaurants,11,05/01/2023,,POINT (-118.4376 33.9804)
0002970518-0006-3,PIZZANA LLC,,13826 VENTURA BLVD,SHERMAN OAKS,91423-3629,13826 VENTURA 91423-3629,POST OFFICE BOX #18167,OKLAHOMA CITY,73154-0167,722110,Full-service restaurants,4,05/06/2022,,POINT (-118.4339 34.1483)
0002970622-0001-7,GERARDO A RAMIREZ CABRERA,FILL ME UP,1831 S LA CIENEGA BLVD,LOS ANGELES,90035-4661,1831 LA CIENEGA 90035-4661,3509 1/2   WELLINGTON ROAD,LOS ANGELES,90016-4254,722110,Full-service restaurants,10,03/01/2017,,POINT (-118.3786 34.0445)
0002970626-0001-5,JENNIFER H FLORES,STUFF ME,1831 S LA CIENEGA BLVD,LOS ANGELES,90035-4661,1831 LA CIENEGA 90035-4661,3509 1/2   WELLINGTON ROAD,LOS ANGELES,90016-4254,722110,Full-service restaurants,10,03/01/2017,,POINT (-118.3786 34.0445)
0002970734-0001-8,"RJ OCEAN, INC.",PUSAN JOBANG NAK GOP SAE,3516 W 8TH STREET UNIT #A,LOS ANGELES,90005-2902,3516 8TH 90005,3516 W 8TH STREET UNIT #A,LOS ANGELES,90005-2902,722110,Full-service restaurants,10,03/01/2017,,POINT (-118.307 34.0574)
0002970940-0001-0,UWSTE 200 INC,ROLLY POP,3446 WILSHIRE BLVD,LOS ANGELES,90010-2204,3446 WILSHIRE 90010-2204,1400 N HARBOR BLVD SUITE #103,FULLERTON,92835-4107,722110,Full-service restaurants,10,03/02/2017,,
0002971549-0001-5,JAMES BLACKLEY,SUSHI & OYSTERS,3715 EVANS STREET,LOS ANGELES,90027-,3715 EVANS 90027-,7174 MELROSE AVENUE,LOS ANGELES,90046-7626,722110,Full-service restaurants,4,03/03/2017,,POINT (0 0)
0002971796-0001-6,3600 WILSHIRE BAR LLC,SAPOR TAPAS BAR,3600 WILSHIRE BLVD   SUITE #100 B,LOS ANGELES,90010-2603,3600 WILSHIRE 90010-2603,300 CORPORATE POINTE,CULVER CITY,90230-9802,722110,Full-service restaurants,10,06/01/2017,,POINT (-118.3036 34.0607)
0002972780-0001-2,SWEET CHICK FAIRFAX LLC,SWEET CHICK,448 N FAIRFAX AVENUE,LOS ANGELES,90036-1717,448 FAIRFAX 90036-1717,176 LUDLOW STREET  FRONT #1,NEW YORK,10002-1549,722110,Full-service restaurants,5,04/01/2017,,POINT (-118.3611 34.0796)
0002972948-0001-1,WK FOOD CONCEPTS,HUNGRY CROWD,10140 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,10140 RIVERSIDE 91602,10140 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,722110,Full-service restaurants,2,04/17/2017,,POINT (-118.3521 34.1519)
0002974053-0001-2,"SILVERLAKE RAMEN HOLDINGS, LLC",,2927 W SUNSET BLVD,LOS ANGELES,90026-2127,2927 SUNSET 90026-2127,,,,722110,Full-service restaurants,13,01/25/2017,,POINT (-118.2737 34.0834)
0002974124-0001-4,"FEAST FOODS, LLC",JACK IN THE BOX,4965 HUNTINGTON DRIVE N,LOS ANGELES,90032-1643,4965 HUNTINGTON 90032-1643,POST OFFICE BOX #690,TEMECULA,92593-0690,722110,Full-service restaurants,14,04/03/2017,,POINT (-118.1754 34.0878)
0002974124-0002-2,"FEAST FOODS, LLC",JACK IN THE BOX,1135 N MISSION ROAD,LOS ANGELES,90033-1040,1135 MISSION 90033-1040,POST OFFICE BOX #690,TEMECULA,92593-0690,722110,Full-service restaurants,14,04/03/2017,,POINT (-118.2137 34.0616)
0002974171-0001-9,AREAS USA OHM LAX JV LLC,COFFE BEAN AND TEA LEAF,380 WORLD WAY,LOS ANGELES,90045-5800,380 WORLD 90045-5800,5301 BLUE LAGOON DRIVE   SUITE #690,MIAMI,33126-7034,722110,Full-service restaurants,11,01/01/2015,,POINT (-118.4085 33.9435)
0002974171-0002-7,AREAS USA OHM LAX JV LLC,LAMILL COFFEE,380 WORLD WAY,LOS ANGELES,90045-5800,380 WORLD 90045-5800,,,,722110,Full-service restaurants,11,12/31/2017,,POINT (-118.4085 33.9435)
0002974285-0001-9,JJCH TAMS #34,TAM'S BURGER,500 W MANCHESTER AVENUE,LOS ANGELES,90044-5746,500 MANCHESTER 90044-5746,,,,722110,Full-service restaurants,8,04/01/2017,,POINT (-118.283 33.9597)
0002974522-0002-6,THE POKE ME WORLDWIDE INC.,,1244 WESTWOOD BLVD,LOS ANGELES,90024-4801,1244 WESTWOOD 90024-4801,,,,722110,Full-service restaurants,5,01/01/2017,,POINT (-118.4429 34.0579)
0002974748-0001-9,MADISON FAITH INC,MADISON'S CAFE,12515 BURBANK BLVD,NORTH HOLLYWOOD,91607-1503,12515 BURBANK 91607-1503,2117 N LAMER STREET,BURBANK,91504-2716,722110,Full-service restaurants,2,03/16/2017,,POINT (-118.4059 34.1724)
0002974754-0001-4,MEKCO 9 INC,NOODLE WORLD JR.,14622 VENTURA BLVD,SHERMAN OAKS,91403-3600,14622 VENTURA 91403-3600,429 S PALM AVENUE,ALHAMBRA,91803-1422,722110,Full-service restaurants,4,03/16/2017,,POINT (-118.4521 34.151)
0002974831-0001-1,ISAAN STATION THAI RESTAURANT,,125 N WESTERN AVENUE #111,LOS ANGELES,90004-4141,125 WESTERN 90004-4141,,,,722110,Full-service restaurants,10,01/01/2017,,POINT (-118.3095 34.0739)
0002974963-0001-0,INTREPID SLUG INC,CAT & FIDDLE,742 N HIGHLAND AVENUE,LOS ANGELES,90038-3415,742 HIGHLAND 90038-3415,,,,722110,Full-service restaurants,13,03/17/2017,,POINT (-118.3382 34.0847)
0002975019-0001-2,AGUA CHILES SUSHI BAR LLC,,9129 RESEDA BLVD,NORTHRIDGE,91324-3031,9129 RESEDA 91324-3031,11801 BABBITT AVENUE,GRANADA HILLS,91344-2440,722110,Full-service restaurants,12,04/14/2017,,POINT (-118.5362 34.2511)
0002975244-0001-7,BOHEI LLC,HOT HOT FOOD,654 N HOOVER STREET,LOS ANGELES,90004-2345,654 HOOVER 90004-2345,3243 GANAHL STREET,LOS ANGELES,90063-2634,722110,Full-service restaurants,13,03/01/2017,,POINT (-118.2843 34.0831)
0002975338-0001-0,EL CHARRO LLC,EL CHARRO RESTAURANT,1621 W 6TH STREET,LOS ANGELES,90017-1001,1621 6TH 90017-1001,,,,722110,Full-service restaurants,1,10/01/2012,,POINT (-118.2694 34.0569)
0002975951-0001-4,KING & KING ENDEAVORS INC,BURGERIM,2849 12TH AVENUE,LOS ANGELES,90018-2802,2849 12TH 90018-2802,,,,722110,Full-service restaurants,10,01/03/2017,,POINT (-118.3319 34.0296)
0002976119-0001-8,"EBS FOODS, LLC",JACK IN THE BOX #233,8605 W PICO BLVD,LOS ANGELES,90035-2301,8605 PICO 90035-2301,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,5,04/03/2017,,POINT (-118.3788 34.0541)
0002976119-0002-6,"EBS FOODS, LLC",JACK IN THE BOX #5312,7201 S WESTERN AVENUE,LOS ANGELES,90047-2252,7201 WESTERN 90047-2252,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,8,04/03/2017,,POINT (-118.3093 33.9742)
0002976228-0001-5,PICCANTE INC,OMBU GRILL,400 S WESTERN AVENUE SUITE #104,LOS ANGELES,90020-4103,400 WESTERN 90020,400 S WESTERN AVENUE SUITE #104,LOS ANGELES,90020-4103,722110,Full-service restaurants,10,04/01/2017,,POINT (-118.3087 34.067)
0002976519-0001-1,BLU JAM CAFE - DTLA,,541 S SPRING STREET SUITE #110,LOS ANGELES,90013-1973,541 SPRING 90013-1973,14724 VENTURA BLVD   SUITE #806,SHERMAN OAKS,91403-3508,722110,Full-service restaurants,14,05/15/2017,,POINT (-118.251 34.0468)
0002976589-0001-6,M & B INC,MIL MUL,3608 W 3RD STREET,LOS ANGELES,90020-2008,3608 3RD 90020-2008,,,,722110,Full-service restaurants,10,03/24/2017,,POINT (-118.2944 34.069)
0002976817-0001-6,POSEIDON RESTAURANT INC.,,9310 RESEDA BLVD,NORTHRIDGE,91324-2926,9310 RESEDA 91324-2926,,,,722110,Full-service restaurants,12,05/01/2017,,POINT (-118.5356 34.2396)
0002976960-0001-1,KOREATOWN WILD WINGS LLC,,3150 WILSHIRE BLVD   SUITE #100,LOS ANGELES,90010-1331,3150 WILSHIRE 90010-1331,330 E KELSO STREET,INGLEWOOD,90301-2703,722110,Full-service restaurants,10,06/15/2017,,POINT (-118.291 34.0612)
0002977004-0001-1,MINAS H DONANIAN,FALAFEL CORNER,698 IROLO STREET   #103,LOS ANGELES,90005-2373,698 IROLO 90005-2373,,,,722110,Full-service restaurants,10,01/01/2009,,POINT (-118.3006 34.06)
0002977505-0001-6,PATRA BURGERS LLC,PATRA BURGERS LLC,1524 W SUNSET BLVD,LOS ANGELES,90026-3332,1524 SUNSET 90026-3332,,,,722110,Full-service restaurants,1,01/01/2017,,POINT (-118.2562 34.0759)
0002977655-0001-2,"TATANG, LLC",,10829 OXNARD STREET,NORTH HOLLYWOOD,91606-5020,10829 OXNARD 91606-5020,14929 SIMONDS STREET,MISSION HILLS,91345-1233,722110,Full-service restaurants,2,08/01/2017,,POINT (-118.3669 34.1795)
0002977696-0001-1,BOTTLEFISH I LLC,BOTTLEFISH,9454 WILSHIRE BLVD,BEVERLY HILLS,90212-2931,9454 WILSHIRE 90212-2931,11693 SAN VICENTE BLVD,LOS ANGELES,90049-5105,722110,Full-service restaurants,0,12/08/2016,,POINT (-118.3991 34.067)
0002977734-0001-9,MARIA R GARCIA,ROCA FUERTE PANADERIA Y PUPUSERIA,8710 1/2   SEPULVEDA BLVD,NORTH HILLS,91343-5167,8710 SEPULVEDA 91343-5167,9146 LEMONA AVENUE   UNIT #105,NORTH HILLS,91343-3471,722110,Full-service restaurants,6,03/30/2017,,POINT (-118.4675 34.2288)
0002978055-0001-1,ASM ENTERPRISE INC,AREA 81,2000 WATTLES DRIVE,LOS ANGELES,90046-2265,2000 WATTLES 90046-2265,929 COLORADO AVENUE,SANTA MONICA,90401-2716,722110,Full-service restaurants,4,02/01/2017,,POINT (-118.3564 34.1065)
0002978647-0001-5,FIRST CARLO ARMINE CORPORATION,SEVAN CHICKEN ROTISSERIE AND BAKERY,6255 FOOTHILL BLVD,TUJUNGA,91042-2723,6255 FOOTHILL 91042-2723,,,,722110,Full-service restaurants,7,03/01/2017,,POINT (-118.2676 34.2418)
0002978992-0001-5,"M & B, INC",MIL MUL,3608 W 3RD STREET,LOS ANGELES,90020-2008,3608 3RD 90020,3608 W 3RD STREET,LOS ANGELES,90020-2008,722110,Full-service restaurants,10,04/01/2017,,POINT (-118.2944 34.069)
0002979011-0001-5,"SUSHI EYAKI, INC.",,5040 WILSHIRE BLVD,LOS ANGELES,90036-4305,5040 WILSHIRE 90036,23509 KINARD AVENUE,CARSON,90745-5730,722110,Full-service restaurants,5,04/05/2017,,POINT (-118.3393 34.062)
0002979103-0001-9,WILD LIVING FOODS LLC,,760 S MAIN STREET,LOS ANGELES,90014-2013,760 MAIN 90014-2013,,,,722110,Full-service restaurants,14,10/29/2015,,POINT (-118.2525 34.0431)
0002979152-0001-2,ADIGE LLC,MUMA KITCHEN,1942 WESTWOOD BLVD,LOS ANGELES,90025-4614,1942 WESTWOOD 90025-4614,,,,722110,Full-service restaurants,5,04/01/2017,,POINT (-118.4348 34.0476)
0002979232-0001-3,CARLOS AGUILAR,,5143 ALHAMBRA AVENUE,LOS ANGELES,90032-3413,5143 ALHAMBRA 90032-3413,1234 FRASER AVENUE,LOS ANGELES,90022-3810,722110,Full-service restaurants,14,09/01/2016,,POINT (-118.174 34.0726)
0002979303-0001-5,BOTANICA FOODS LLC,BOTANICA,1620 SILVER LAKE BLVD,LOS ANGELES,90026-1311,1620 SILVER LAKE 90026-1311,,,,722110,Full-service restaurants,13,04/23/2017,,POINT (-118.2687 34.0885)
0002979305-0001-4,POSITANO PIZZERIA LLC,,5955 VANALDEN AVENUE,TARZANA,91356-1228,5955 VANALDEN 91356-1228,5955 VANALDEN AVENUE,TARZANA,91356-1228,722110,Full-service restaurants,3,04/01/2017,,POINT (-118.5501 34.1788)
0002979309-0001-2,CH KINGSLEY LLC,PALM TREE LA,3680 WILSHIRE BLVD SUITE #B02,LOS ANGELES,90010-2709,3680 WILSHIRE 90010-2709,2835 W OLYMPIC BLVD,LOS ANGELES,90006-2611,722110,Full-service restaurants,10,04/01/2017,,POINT (-118.3062 34.0607)
0002979319-0001-6,OMG GREAT CUISINE,,18420 HART STREET,RESEDA,91335-4317,18420 HART 91335-4317,39218 BUCKSKIN COURT,PALMDALE,93551-4150,722110,Full-service restaurants,4,04/05/2017,,POINT (-118.5342 34.1971)
0002979358-0001-6,GARDEN FRESH RESTAURANTS LLC,SOUPLANTATION,2921 LOS FELIZ BLVD,LOS ANGELES,90039-1539,2921 LOS FELIZ 90039-1539,POST OFFICE BOX #782498,WICHITA,67278-2498,722110,Full-service restaurants,13,02/01/2017,,POINT (-118.264 34.1266)
0002979358-0002-4,GARDEN FRESH RESTAURANTS LLC,SOUPLANTATION,19801 RINALDI STREET,NORTHRIDGE,91326-4145,19801 RINALDI 91326-4145,POST OFFICE BOX #782498,WICHITA,67278-2498,722110,Full-service restaurants,12,02/01/2017,,POINT (-118.5659 34.2752)
0002979358-0003-2,GARDEN FRESH RESTAURANTS LLC,SOUPLANTATION,100 N LA CIENEGA BLVD UNIT #E3,LOS ANGELES,90048-1938,100 LA CIENEGA 90048-1938,POST OFFICE BOX #782498,WICHITA,67278-2498,722110,Full-service restaurants,5,04/24/2017,,POINT (-118.3756 34.0742)
0002979358-0004-1,GARDEN FRESH RESTAURANTS LLC,SOUPLANTATION,11911 SAN VICENTE BLVD   SUITE #116,LOS ANGELES,90049-6633,11911 SAN VICENTE 90049-6633,POST OFFICE BOX #782498,WICHITA,67278-2498,722110,Full-service restaurants,11,04/24/2017,,POINT (-118.4702 34.0532)
0002979363-0001-7,BEYOND TASTE LLC,,6020 SEABLUFF DRIVE   UNIT #414,PLAYA VISTA,90094-2265,6020 SEABLUFF 90094-2265,,,,722110,Full-service restaurants,11,05/01/2017,,POINT (-118.4221 33.9737)
0002979398-0001-1,FUTORRITO,HONGKONG BANJUM,10650 ZELZAH AVENUE,GRANADA HILLS,91344-5948,10650 ZELZAH 91344-5948,10650 ZELZAH AVENUE,GRANADA HILLS,91344-5948,722110,Full-service restaurants,12,04/06/2017,,POINT (-118.523 34.2639)
0002979674-0001-0,PAYMAN YAZDANPANAH,KOLBEH CAFE,19745 VENTURA BLVD,WOODLAND HILLS,91364-2623,19745 VENTURA 91364-2623,,,,722110,Full-service restaurants,3,04/05/2017,,POINT (-118.5638 34.1725)
0002979860-0001-4,THE HIDDEN PASSAGE INC,THE HIDDEN PASSAGE,7430 COLDWATER CANYON AVENUE   UNIT #B,NORTH HOLLYWOOD,91605-3501,7430 COLDWATER CANYON 91605-3501,,,,722110,Full-service restaurants,2,04/07/2017,,POINT (-118.4137 34.2056)
0002980331-0001-8,PREEDEE SRIDUANG,BANK'S THAI CHINESE FOOD & BAR-B-Q RESTAURANT,16449 VANOWEN STREET,VAN NUYS,91406-4730,16449 VANOWEN 91406-4730,,,,722110,Full-service restaurants,6,04/11/2017,,POINT (-118.4919 34.1942)
0002980807-0001-5,SHAHERZAD RESTAURANT INC,,1422 WESTWOOD BLVD,LOS ANGELES,90024-4912,1422 WESTWOOD 90024-4912,,,,722110,Full-service restaurants,5,04/03/2017,,POINT (-118.4412 34.0549)
0002980944-0001-4,PHAROAH KINGDOM INC,PARAO,3680 WILSHIRE BLVD   SUITE #B02,LOS ANGELES,90010-2709,3680 WILSHIRE 90010-2709,,,,722110,Full-service restaurants,10,04/12/2017,,POINT (-118.3062 34.0607)
0002981059-0001-4,141 CENTRAL AVE LLC,PRIME PIZZA,141 S CENTRAL AVENUE,LOS ANGELES,90012-3912,141 CENTRAL 90012-3912,141 S CENTRAL AVENUE,LOS ANGELES,90012-3912,722110,Full-service restaurants,14,04/12/2017,,POINT (-118.2394 34.0486)
0002981298-0001-1,HOMMY HUB INC,,7168 MELROSE AVENUE,LOS ANGELES,90046-7626,7168 MELROSE 90046-7626,520 S KENMORE AVENUE #310,LOS ANGELES,90020-2544,722110,Full-service restaurants,5,04/14/2017,,POINT (-118.3457 34.0832)
0002981975-0001-7,BOLLYWOOD SHERMAN OAKS INC,BOLLYWOOD INDIAN RESTAURANT & BANQUET,14426 VENTURA BLVD,SHERMAN OAKS,91423-2607,14426 VENTURA 91423-2607,,,,722110,Full-service restaurants,4,06/01/2016,,POINT (-118.4469 34.1503)
0002982697-0001-6,HIGH TEST LLC,THE MOROCCAN LOUNGE,901 E 1ST STREET,LOS ANGELES,90012-4007,901 1ST 90012-4007,1234 W 7TH STREET,LOS ANGELES,90017-2362,722110,Full-service restaurants,14,05/01/2017,,POINT (-118.2337 34.0487)
0002982707-0001-1,CHRISTOPHER GUTIERREZ,ANTOJITOS MICHOACANOS LA HUARECITA,8610 VAN NUYS BLVD   SUITE #14,PANORAMA CITY,91402-7207,8610 VAN NUYS 91402-7207,,,,722110,Full-service restaurants,6,04/03/2017,,POINT (-118.4493 34.2268)
0002983309-0001-5,920 BAR AND GRILL INC,,920 S OLIVE STREET,LOS ANGELES,90015-1604,920 OLIVE 90015-1604,920 S OLIVE STREET,LOS ANGELES,90015-1604,722110,Full-service restaurants,14,03/23/2017,,POINT (-118.2584 34.043)
0002983617-0001-4,ALMA LETICIA VINDEL GOCHEZ,LA FAMILIA HAY SABOR,18515 ROSCOE BLVD,NORTHRIDGE,91324-4632,18515 ROSCOE 91324-4632,,,,722110,Full-service restaurants,12,04/24/2017,,POINT (-118.5373 34.2211)
0002983919-0001-8,JAOPAYA THAI CUISINE,JAOPAYA THAI CUISINE,7321 RESEDA BLVD,RESEDA,91335-3048,7321 RESEDA 91335,9357 FLORA VISTA STREET,BELLFLOWER,90706-3500,722110,Full-service restaurants,3,05/01/2017,,POINT (-118.5364 34.2036)
0002983940-0001-8,ANTONIO VAZQUEZ,POLLOS PIO PIO,7146 FOOTHILL BLVD,TUJUNGA,91042-2717,7146 FOOTHILL 91042,7146 FOOTHILL BLVD,TUJUNGA,91042-2717,722110,Full-service restaurants,7,01/01/2017,,POINT (-118.2873 34.248)
0002984318-0001-1,OFFICE G INC,RAMEN BANGAICHI,4339 W SUNSET BLVD,LOS ANGELES,90029-2111,4339 SUNSET 90029-2111,4339 W SUNSET BLVD,LOS ANGELES,90029-2111,722110,Full-service restaurants,13,06/26/2017,,POINT (-118.2835 34.0954)
0002984430-0001-1,MUSHROOM N&G,THAI EAGLE ROX,4601 YORK BLVD,LOS ANGELES,90041-3331,4601 YORK 90041-3331,4601 YORK BLVD,LOS ANGELES,90041-3331,722110,Full-service restaurants,14,05/01/2017,,POINT (-118.2158 34.1233)
0002984535-0002-0,PREMIER FOOD CONCEPTS LLC AND LUNA GRILL RESTAURANTS LLC,LUNA GRILL,4550 VAN NUYS BLVD   SUITE #A3,SHERMAN OAKS,91403-2844,4550 VAN NUYS 91403-2844,17581 IRVINE BLVD #210,TUSTIN,92780-3104,722110,Full-service restaurants,4,10/30/2017,,POINT (-118.4596 34.1541)
0002984921-0001-2,MICHI & HIRO CORPORATION,MICHI'S JAPANESE KITCHEN,13354 W WASHINGTON BLVD,LOS ANGELES,90066-5108,13354 WASHINGTON 90066-5108,,,,722110,Full-service restaurants,11,05/01/2017,,POINT (-118.4435 33.9922)
0002984971-0001-1,JOSE GARIBAY,PEPE'S G TACOS #2,223 W 6TH STREET,LOS ANGELES,90014-1801,223 6TH 90014-1801,,,,722110,Full-service restaurants,14,04/01/2017,,POINT (-118.2516 34.0466)
0002985248-0001-1,MOKIA INC,,301 S WESTERN AVENUE UNIT #104,LOS ANGELES,90020-3816,301 WESTERN 90020-3816,,,,722110,Full-service restaurants,10,04/28/2017,,POINT (-118.3095 34.0688)
0002985401-0001-1,HK 803 BARBECUE INC,HONG KONG BBQ RESTAURANT,805 N BROADWAY,LOS ANGELES,90012-2309,805 BROADWAY 90012-2309,803 N BROADWAY,LOS ANGELES,90012-2309,722110,Full-service restaurants,1,05/10/2017,,POINT (-118.2383 34.0625)
0002985658-0001-8,THE HOLY GRILL,,8975 W PICO BLVD,LOS ANGELES,90035-3332,8975 PICO 90035-3332,,,,722110,Full-service restaurants,5,03/01/2017,,POINT (-118.3876 34.0556)
0002985683-0001-6,RAYMUNDO DIEGO BATZ / WILL.IAMS C GAITAN COLOMER,PANADERIA Y RESTAURANTE CHAPINES,1520 W 7TH STREET,LOS ANGELES,90017-2202,1520 7TH 90017-2202,,,,722110,Full-service restaurants,1,05/09/2017,,POINT (-118.2702 34.0531)
0002985801-0001-4,755 TACOS LLC,,755 N LA CIENEGA BLVD,LOS ANGELES,90069-5203,755 LA CIENEGA 90069-5203,9229 W SUNSET BLVD SUITE #900,WEST HOLLYWOOD,90069-3410,722110,Full-service restaurants,5,05/18/2017,,POINT (-118.3761 34.0845)
0002985928-0001-1,"TOWER TWINS, INC.",MARSA LOUNGE,11906 WILSHIRE BLVD,LOS ANGELES,90025-6632,11906 WILSHIRE 90025-6632,11906 WILSHIRE BLVD,LOS ANGELES,90025-6632,722110,Full-service restaurants,11,06/15/2017,,POINT (-118.4643 34.0462)
0002986166-0001-9,"CHIMAC STAR, INC.",,3054 W 8TH STREET,LOS ANGELES,90005-1898,3054 8TH 90005-1898,3054 W 8TH STREET SUITE #101,LOS ANGELES,90005-1895,722110,Full-service restaurants,10,03/17/2017,,POINT (-118.2932 34.0575)
0002986167-0001-3,RAKKAN USA INC,RAKKAN RAMEN,359 E 1ST STREET,LOS ANGELES,90012-3901,359 1ST 90012-3901,1025 W 190TH STREET SUITE #160,GARDENA,90248-4317,722110,Full-service restaurants,14,07/01/2017,,POINT (-118.2395 34.0495)
0002986199-0001-3,IJ LEE INC,SUSHI AI LOS FELIZ,1970 HILLHURST AVENUE,LOS ANGELES,90027-2722,1970 HILLHURST 90027-2722,1972 HILLHURST AVENUE,LOS ANGELES,90027-2722,722110,Full-service restaurants,4,06/01/2017,,POINT (0 0)
0002986316-0001-7,MONKER INC.,GUYI RESTAURANT,11677 SAN VICENTE BLVD,LOS ANGELES,90049-5123,11677 SAN VICENTE 90049-5123,11677 SAN VICENTE BLVD,LOS ANGELES,90049-5123,722110,Full-service restaurants,11,04/10/2017,,POINT (-118.4652 34.0539)
0002986483-0001-7,LUIS J ULLOA,BENCHMARK COLLECTIVE LLC,7459 MELROSE AVENUE,LOS ANGELES,90046-7525,7459 MELROSE 90046-7525,,,,722110,Full-service restaurants,5,01/15/2017,,POINT (-118.3525 34.0839)
0002986524-0001-8,SHARK TWINS NO 1 LLC,SHARKY'S WOODFIRED MEXICAN GRILL,4371 GLENCOE AVENUE   UNIT #B5,MARINA DEL REY,90292-6400,4371 GLENCOE 90292-6400,23259 MARIANO STREET,WOODLAND HILLS,91367-4138,722110,Full-service restaurants,11,05/09/2017,,POINT (-118.4392 33.9848)
0002986686-0001-7,JP24 CORP,CAFE AMANDINE,2321 S HOOVER STREET,LOS ANGELES,90007-1828,2321 HOOVER 90007-1828,3020 WILSHIRE BLVD   #152,LOS ANGELES,90010-1120,722110,Full-service restaurants,8,04/01/2017,,POINT (-118.2843 34.0346)
0002986723-0001-0,DON JUANS LOS MOLCAJETES,LOS MOLCAJETES (MARIPOSA),269 S MARIPOSA AVENUE SUITE #A,LOS ANGELES,90004-5970,269 MARIPOSA 90004-5970,,,,722110,Full-service restaurants,1,04/26/2017,,
